student_id,student_firstname,student_lastname,student_email,student_birthdate,student_phone,student_address,student_gender,guardian_name,guardian_contact,student_level,course_id,student_rfid
SCC-2024337,Kyle,Kim,kyle.kim@example.com,2000-08-06,09583456789,223 Spruce Avenue,Male,Catherine Kim,09579012345,1st Year,BSIT,RF100337
SCC-2024338,Luna,Lee,luna.lee@example.com,2001-03-19,09584567890,334 Willow Road,Female,Daniel Lee,09580123456,2nd Year,BSCS,RF100338
SCC-2024339,Marcus,Mendoza,marcus.mendoza@example.com,1999-10-02,09585678901,445 Ash Lane,Male,Elizabeth Mendoza,09581234567,3rd Year,BSIT,RF100339
SCC-2024340,Natasha,Ng,natasha.ng@example.com,2000-05-15,09586789012,556 Beech Path,Female,Francis Ng,09582345678,1st Year,BSCS,RF100340
SCC-2024341,Oliver,Ortega,oliver.ortega@example.com,2001-12-28,09587890123,667 Pine Drive,Male,Grace Ortega,09583456789,2nd Year,BSIT,RF100341
SCC-2024342,Penelope,Ponce,penelope.ponce@example.com,1999-08-11,09588901234,778 Cedar Court,Female,Henry Ponce,09584567890,3rd Year,BSCS,RF100342
SCC-2024343,Quinn,Que,quinn.que@example.com,2000-03-24,09589012345,889 Oak Street,Male,Irene Que,09585678901,1st Year,BSIT,RF100343
SCC-2024344,Rose,Reyes,rose.reyes@example.com,2001-11-07,09590123456,900 Maple Avenue,Female,James Reyes,09586789012,2nd Year,BSCS,RF100344
SCC-2024345,Sean,Sy,sean.sy@example.com,1999-06-20,09591234567,111 Birch Road,Male,Karen Sy,09587890123,3rd Year,BSIT,RF100345
SCC-2024346,Tiffany,Tiu,tiffany.tiu@example.com,2000-01-03,09592345678,222 Elm Lane,Female,Lawrence Tiu,09588901234,1st Year,BSCS,RF100346
SCC-2024347,Uri,Uy,uri.uy@example.com,2001-08-16,09593456789,333 Spruce Path,Male,Michelle Uy,09589012345,2nd Year,BSIT,RF100347
SCC-2024348,Vanessa,Velasco,vanessa.velasco@example.com,1999-03-29,09594567890,444 Willow Drive,Female,Nathan Velasco,09590123456,3rd Year,BSCS,RF100348
SCC-2024349,Wesley,Wu,wesley.wu@example.com,2000-11-12,09595678901,555 Ash Court,Male,Olivia Wu,09591234567,1st Year,BSIT,RF100349
SCC-2024350,Xena,Xu,xena.xu@example.com,2001-06-25,09596789012,666 Beech Street,Female,Patrick Xu,09592345678,2nd Year,BSCS,RF100350
SCC-2024351,Yolanda,Yang,yolanda.yang@example.com,2001-02-08,09597890123,777 Spruce Avenue,Female,Quinn Yang,09593456789,3rd Year,BSIT,RF100351
SCC-2024352,Zachary,Zhang,zachary.zhang@example.com,1999-09-21,09598901234,888 Willow Path,Male,Rachel Zhang,09594567890,1st Year,BSCS,RF100352
SCC-2024353,Abigail,Ang,abigail.ang@example.com,2000-04-04,09599012345,999 Ash Drive,Female,Samuel Ang,09595678901,2nd Year,BSIT,RF100353
SCC-2024354,Benjamin,Bautista,benjamin.bautista@example.com,2001-11-17,09600123456,110 Beech Court,Male,Teresa Bautista,09596789012,3rd Year,BSCS,RF100354
SCC-2024355,Camille,Cruz,camille.cruz@example.com,1999-06-30,09601234567,221 Pine Street,Female,Ulysses Cruz,09597890123,1st Year,BSIT,RF100355
SCC-2024356,Derek,De Leon,derek.deleon@example.com,2000-02-13,09602345678,332 Cedar Avenue,Male,Victoria De Leon,09598901234,2nd Year,BSCS,RF100356
SCC-2024357,Emma,Estrada,emma.estrada@example.com,2001-09-26,09603456789,443 Oak Road,Female,William Estrada,09600123456,3rd Year,BSIT,RF100357
SCC-2024358,Felix,Fajardo,felix.fajardo@example.com,1999-05-09,09604567890,554 Maple Lane,Male,Xyra Fajardo,09601234567,1st Year,BSCS,RF100358
SCC-2024359,Grace,Garcia,grace.garcia@example.com,2000-12-22,09605678901,665 Birch Path,Female,Yuri Garcia,09602345678,2nd Year,BSIT,RF100359
SCC-2024360,Henry,Huang,henry.huang@example.com,2001-07-05,09606789012,776 Elm Drive,Male,Zara Huang,09603456789,3rd Year,BSCS,RF100360
SCC-2024361,Iris,Inocencio,iris.inocencio@example.com,1999-02-18,09607890123,887 Spruce Court,Female,Adrian Inocencio,09604567890,1st Year,BSIT,RF100361
SCC-2024362,Jake,Javier,jake.javier@example.com,2000-09-01,09608901234,998 Willow Street,Male,Bianca Javier,09605678901,2nd Year,BSCS,RF100362
SCC-2024363,Kelly,Ko,kelly.ko@example.com,2001-04-14,09609012345,109 Ash Avenue,Female,Carlo Ko,09606789012,3rd Year,BSIT,RF100363
SCC-2024364,Lance,Lao,lance.lao@example.com,1999-11-27,09610123456,220 Beech Road,Male,Diana Lao,09607890123,1st Year,BSCS,RF100364
SCC-2024365,Maya,Marquez,maya.marquez@example.com,2000-07-10,09611234567,331 Pine Lane,Female,Eduardo Marquez,09608901234,2nd Year,BSIT,RF100365
SCC-2024366,Neil,Natividad,neil.natividad@example.com,2001-02-23,09612345678,442 Cedar Path,Male,Francesca Natividad,09609012345,3rd Year,BSCS,RF100366
SCC-2024367,Olivia,Ong,olivia.ong@example.com,1999-10-06,09613456789,553 Oak Drive,Female,Gabriel Ong,09610123456,1st Year,BSIT,RF100367
SCC-2024368,Paul,Pangilinan,paul.pangilinan@example.com,2000-05-19,09614567890,664 Maple Court,Male,Hannah Pangilinan,09611234567,2nd Year,BSCS,RF100368
SCC-2024369,Queenie,Quintana,queenie.quintana@example.com,2001-12-02,09615678901,775 Birch Street,Female,Ian Quintana,09612345678,3rd Year,BSIT,RF100369
SCC-2024370,Ralph,Rivera,ralph.rivera@example.com,1999-07-15,09616789012,886 Elm Avenue,Male,Julia Rivera,09613456789,1st Year,BSCS,RF100370
SCC-2024371,Sofia,Salvador,sofia.salvador@example.com,2000-03-28,09617890123,997 Spruce Road,Female,Kevin Salvador,09614567890,2nd Year,BSIT,RF100371
SCC-2024372,Tyler,Torres,tyler.torres@example.com,2001-10-11,09618901234,108 Willow Lane,Male,Leah Torres,09615678901,3rd Year,BSCS,RF100372
SCC-2024373,Uma,Umali,uma.umali@example.com,1999-05-24,09619012345,219 Ash Path,Female,Marco Umali,09616789012,1st Year,BSIT,RF100373
SCC-2024374,Victor,Valdez,victor.valdez@example.com,2000-01-07,09620123456,330 Beech Drive,Male,Nina Valdez,09617890123,2nd Year,BSCS,RF100374
SCC-2024375,Wendy,Wang,wendy.wang@example.com,2001-08-20,09621234567,441 Pine Court,Female,Oscar Wang,09618901234,3rd Year,BSIT,RF100375
SCC-2024376,Xavier,Xu,xavier.xu@example.com,1999-04-03,09622345678,552 Cedar Street,Male,Patricia Xu,09619012345,1st Year,BSCS,RF100376
SCC-2024377,Yasmine,Yu,yasmine.yu@example.com,2000-11-16,09623456789,663 Oak Avenue,Female,Quincy Yu,09620123456,2nd Year,BSIT,RF100377
SCC-2024378,Zeus,Zhao,zeus.zhao@example.com,2001-06-29,09624567890,774 Maple Road,Male,Rachel Zhao,09621234567,3rd Year,BSCS,RF100378
SCC-2024379,Alice,Alcantara,alice.alcantara@example.com,1999-02-11,09625678901,885 Birch Lane,Female,Samuel Alcantara,09622345678,1st Year,BSIT,RF100379
SCC-2024380,Bernard,Bondoc,bernard.bondoc@example.com,2000-09-24,09626789012,996 Elm Path,Male,Teresa Bondoc,09623456789,2nd Year,BSCS,RF100380
SCC-2024381,Catherine,Castillo,catherine.castillo@example.com,2001-05-07,09627890123,107 Spruce Drive,Female,Ulysses Castillo,09624567890,3rd Year,BSIT,RF100381
SCC-2024382,Daniel,Dizon,daniel.dizon@example.com,1999-12-20,09628901234,218 Willow Court,Male,Victoria Dizon,09625678901,1st Year,BSCS,RF100382
SCC-2024383,Elizabeth,Evangelista,elizabeth.evangelista@example.com,2000-08-03,09629012345,329 Ash Street,Female,William Evangelista,09626789012,2nd Year,BSIT,RF100383
SCC-2024384,Francis,Fuentes,francis.fuentes@example.com,2001-03-16,09630123456,440 Beech Avenue,Male,Xyra Fuentes,09627890123,3rd Year,BSCS,RF100384
SCC-2024385,Grace,Gonzales,grace.gonzales@example.com,1999-10-29,09631234567,551 Pine Road,Female,Yuri Gonzales,09628901234,1st Year,BSIT,RF100385
SCC-2024386,Henry,Hernando,henry.hernando@example.com,2000-06-12,09632345678,662 Cedar Lane,Male,Zara Hernando,09629012345,2nd Year,BSCS,RF100386
SCC-2024387,Irene,Ilagan,irene.ilagan@example.com,2001-01-25,09633456789,773 Oak Path,Female,Adrian Ilagan,09630123456,3rd Year,BSIT,RF100387
SCC-2024388,James,Jose,james.jose@example.com,1999-08-08,09634567890,884 Maple Drive,Male,Bianca Jose,09631234567,1st Year,BSCS,RF100388
SCC-2024389,Karen,Kwan,karen.kwan@example.com,2000-04-21,09635678901,995 Birch Court,Female,Carlo Kwan,09632345678,2nd Year,BSIT,RF100389
SCC-2024390,Lawrence,Lim,lawrence.lim@example.com,2001-11-04,09636789012,106 Elm Street,Male,Diana Lim,09633456789,3rd Year,BSCS,RF100390
SCC-2024391,Michelle,Morales,michelle.morales@example.com,1999-06-17,09637890123,217 Spruce Avenue,Female,Eduardo Morales,09634567890,1st Year,BSIT,RF100391
SCC-2024392,Nathan,Ngo,nathan.ngo@example.com,2000-01-30,09638901234,328 Willow Road,Male,Francesca Ngo,09635678901,2nd Year,BSCS,RF100392
SCC-2024393,Olivia,Ocampo,olivia.ocampo@example.com,2001-09-13,09639012345,439 Ash Lane,Female,Gabriel Ocampo,09636789012,3rd Year,BSIT,RF100393
SCC-2024394,Patrick,Pascual,patrick.pascual@example.com,1999-04-26,09640123456,550 Beech Path,Male,Hannah Pascual,09637890123,1st Year,BSCS,RF100394
SCC-2024395,Queenie,Quinto,queenie.quinto@example.com,2000-12-09,09641234567,661 Pine Drive,Female,Ian Quinto,09638901234,2nd Year,BSIT,RF100395
SCC-2024396,Richard,Ramos,richard.ramos@example.com,2001-07-22,09642345678,772 Cedar Court,Male,Julia Ramos,09639012345,3rd Year,BSCS,RF100396
SCC-2024397,Sarah,Santos,sarah.santos@example.com,1999-03-05,09643456789,883 Oak Street,Female,Kevin Santos,09640123456,1st Year,BSIT,RF100397
SCC-2024398,Thomas,Tan,thomas.tan@example.com,2000-10-18,09644567890,994 Maple Avenue,Male,Leah Tan,09641234567,2nd Year,BSCS,RF100398
SCC-2024399,Uma,Uy,uma.uy@example.com,2001-05-01,09645678901,105 Birch Road,Female,Marco Uy,09642345678,3rd Year,BSIT,RF100399
SCC-2024400,Victor,Villanueva,victor.villanueva@example.com,1999-12-14,09646789012,216 Elm Lane,Male,Nina Villanueva,09643456789,1st Year,BSCS,RF100400
SCC-2024401,Wendy,Wong,wendy.wong@example.com,2000-07-27,09647890123,327 Spruce Road,Female,Oscar Wong,09644567890,2nd Year,BSIT,RF100401
SCC-2024402,Xavier,Xie,xavier.xie@example.com,2001-03-10,09648901234,438 Willow Lane,Male,Patricia Xie,09645678901,3rd Year,BSCS,RF100402
SCC-2024403,Yasmine,Yap,yasmine.yap@example.com,1999-10-23,09649012345,549 Ash Path,Female,Quincy Yap,09646789012,1st Year,BSIT,RF100403
SCC-2024404,Zeus,Zaragoza,zeus.zaragoza@example.com,2000-06-06,09650123456,660 Beech Drive,Male,Rachel Zaragoza,09647890123,2nd Year,BSCS,RF100404
SCC-2024405,Alice,Aguirre,alice.aguirre@example.com,2001-01-19,09651234567,771 Pine Court,Female,Samuel Aguirre,09648901234,3rd Year,BSIT,RF100405
SCC-2024406,Bernard,Basco,bernard.basco@example.com,1999-08-02,09652345678,882 Cedar Street,Male,Teresa Basco,09649012345,1st Year,BSCS,RF100406
SCC-2024407,Catherine,Chua,catherine.chua@example.com,2000-04-15,09653456789,993 Oak Avenue,Female,Ulysses Chua,09650123456,2nd Year,BSIT,RF100407
SCC-2024408,Daniel,Delos Santos,daniel.delossantos@example.com,2001-11-28,09654567890,104 Maple Road,Male,Victoria Delos Santos,09651234567,3rd Year,BSCS,RF100408
SCC-2024409,Elizabeth,Estrada,elizabeth.estrada@example.com,1999-07-11,09655678901,215 Birch Lane,Female,William Estrada,09652345678,1st Year,BSIT,RF100409
SCC-2024410,Francis,Fernandez,francis.fernandez@example.com,2000-02-24,09656789012,326 Elm Path,Male,Xyra Fernandez,09653456789,2nd Year,BSCS,RF100410
SCC-2024411,Grace,Guerrero,grace.guerrero@example.com,2001-10-07,09657890123,437 Spruce Drive,Female,Yuri Guerrero,09654567890,3rd Year,BSIT,RF100411
SCC-2024412,Henry,Hong,henry.hong@example.com,1999-05-20,09658901234,548 Willow Court,Male,Zara Hong,09655678901,1st Year,BSCS,RF100412
SCC-2024413,Iris,Ignacio,iris.ignacio@example.com,2000-12-03,09659012345,659 Ash Street,Female,Adrian Ignacio,09656789012,2nd Year,BSIT,RF100413
SCC-2024414,James,Jimenez,james.jimenez@example.com,2001-07-16,09660123456,770 Beech Avenue,Male,Bianca Jimenez,09657890123,3rd Year,BSCS,RF100414
SCC-2024415,Karen,Kim,karen.kim@example.com,1999-02-29,09661234567,881 Pine Road,Female,Carlo Kim,09658901234,1st Year,BSIT,RF100415
SCC-2024416,Lawrence,Lao,lawrence.lao@example.com,2000-09-12,09662345678,992 Cedar Lane,Male,Diana Lao,09659012345,2nd Year,BSCS,RF100416
SCC-2024417,Michelle,Mendoza,michelle.mendoza@example.com,2001-04-25,09663456789,103 Oak Path,Female,Eduardo Mendoza,09660123456,3rd Year,BSIT,RF100417
SCC-2024418,Nathan,Ng,nathan.ng@example.com,1999-12-08,09664567890,214 Maple Drive,Male,Francesca Ng,09661234567,1st Year,BSCS,RF100418
SCC-2024419,Olivia,Ortiz,olivia.ortiz@example.com,2000-07-21,09665678901,325 Birch Court,Female,Gabriel Ortiz,09662345678,2nd Year,BSIT,RF100419
SCC-2024420,Patrick,Pena,patrick.pena@example.com,2001-03-04,09666789012,436 Elm Street,Male,Hannah Pena,09663456789,3rd Year,BSCS,RF100420
SCC-2024421,Queenie,Que,queenie.que@example.com,1999-10-17,09667890123,547 Spruce Avenue,Female,Ian Que,09664567890,1st Year,BSIT,RF100421
SCC-2024422,Richard,Reyes,richard.reyes@example.com,2000-05-30,09668901234,658 Willow Road,Male,Julia Reyes,09665678901,2nd Year,BSCS,RF100422
SCC-2024423,Sarah,Sy,sarah.sy@example.com,2001-01-13,09669012345,769 Ash Lane,Female,Kevin Sy,09666789012,3rd Year,BSIT,RF100423
SCC-2024424,Thomas,Tiu,thomas.tiu@example.com,1999-08-26,09670123456,880 Beech Path,Male,Leah Tiu,09667890123,1st Year,BSCS,RF100424
SCC-2024425,Uma,Ureta,uma.ureta@example.com,2000-04-09,09671234567,991 Pine Drive,Female,Marco Ureta,09668901234,2nd Year,BSIT,RF100425
SCC-2024426,Victor,Velasco,victor.velasco@example.com,2001-11-22,09672345678,102 Cedar Court,Male,Nina Velasco,09669012345,3rd Year,BSCS,RF100426
SCC-2024427,Wendy,Wu,wendy.wu@example.com,1999-06-05,09673456789,213 Oak Street,Female,Oscar Wu,09670123456,1st Year,BSIT,RF100427
SCC-2024428,Xavier,Xu,xavier.xu@example.com,2000-01-18,09674567890,324 Maple Avenue,Male,Patricia Xu,09671234567,2nd Year,BSCS,RF100428
SCC-2024429,Yasmine,Yang,yasmine.yang@example.com,2001-08-01,09675678901,435 Birch Road,Female,Quincy Yang,09672345678,3rd Year,BSIT,RF100429
SCC-2024430,Zeus,Zhang,zeus.zhang@example.com,1999-03-14,09676789012,546 Elm Lane,Male,Rachel Zhang,09673456789,1st Year,BSCS,RF100430
SCC-2024431,Alice,Aquino,alice.aquino@example.com,2000-10-27,09677890123,657 Spruce Path,Female,Samuel Aquino,09674567890,2nd Year,BSIT,RF100431
SCC-2024432,Bernard,Baltazar,bernard.baltazar@example.com,2001-06-10,09678901234,768 Willow Drive,Male,Teresa Baltazar,09675678901,3rd Year,BSCS,RF100432
SCC-2024433,Catherine,Cruz,catherine.cruz@example.com,1999-01-23,09679012345,879 Ash Court,Female,Ulysses Cruz,09676789012,1st Year,BSIT,RF100433
SCC-2024434,Daniel,Delos Santos,daniel.delossantos@example.com,2000-08-06,09680123456,990 Beech Street,Male,Victoria Delos Santos,09677890123,2nd Year,BSCS,RF100434
SCC-2024435,Elizabeth,Estrada,elizabeth.estrada@example.com,2001-03-19,09681234567,101 Pine Avenue,Female,William Estrada,09678901234,3rd Year,BSIT,RF100435
SCC-2024436,Francis,Ferrer,francis.ferrer@example.com,1999-10-02,09682345678,212 Cedar Road,Male,Xyra Ferrer,09679012345,1st Year,BSCS,RF100436
SCC-2024437,Grace,Garcia,grace.garcia@example.com,2000-05-15,09683456789,323 Oak Lane,Female,Yuri Garcia,09680123456,2nd Year,BSIT,RF100437
SCC-2024438,Henry,Hernandez,henry.hernandez@example.com,2001-12-28,09684567890,434 Maple Path,Male,Zara Hernandez,09681234567,3rd Year,BSCS,RF100438
SCC-2024439,Iris,Ignacio,iris.ignacio@example.com,1999-08-11,09685678901,545 Birch Drive,Female,Adrian Ignacio,09682345678,1st Year,BSIT,RF100439
SCC-2024440,James,Jimenez,james.jimenez@example.com,2000-03-24,09686789012,656 Elm Court,Male,Bianca Jimenez,09683456789,2nd Year,BSCS,RF100440
SCC-2024441,Karen,Kapunan,karen.kapunan@example.com,2001-11-07,09687890123,767 Spruce Street,Female,Carlo Kapunan,09684567890,3rd Year,BSIT,RF100441
SCC-2024442,Lawrence,Lim,lawrence.lim@example.com,1999-06-20,09688901234,878 Willow Avenue,Male,Diana Lim,09685678901,1st Year,BSCS,RF100442
SCC-2024443,Michelle,Magno,michelle.magno@example.com,2000-01-03,09689012345,989 Ash Road,Female,Eduardo Magno,09686789012,2nd Year,BSIT,RF100443
SCC-2024444,Nathan,Navarro,nathan.navarro@example.com,2001-08-16,09690123456,100 Beech Lane,Male,Francesca Navarro,09687890123,3rd Year,BSCS,RF100444
SCC-2024445,Olivia,Ocampo,olivia.ocampo@example.com,1999-03-29,09691234567,211 Pine Path,Female,Gabriel Ocampo,09688901234,1st Year,BSIT,RF100445
SCC-2024446,Patrick,Pascual,patrick.pascual@example.com,2000-11-12,09692345678,322 Cedar Drive,Male,Hannah Pascual,09689012345,2nd Year,BSCS,RF100446
SCC-2024447,Queenie,Quiambao,queenie.quiambao@example.com,2001-06-25,09693456789,433 Oak Court,Female,Ian Quiambao,09690123456,3rd Year,BSIT,RF100447
SCC-2024448,Richard,Ramos,richard.ramos@example.com,1999-02-08,09694567890,544 Maple Street,Male,Julia Ramos,09691234567,1st Year,BSCS,RF100448
SCC-2024449,Sarah,Santos,sarah.santos@example.com,2000-09-21,09695678901,655 Birch Avenue,Female,Kevin Santos,09692345678,2nd Year,BSIT,RF100449
SCC-2024450,Thomas,Tan,thomas.tan@example.com,2001-04-04,09696789012,766 Elm Road,Male,Leah Tan,09693456789,3rd Year,BSCS,RF100450
